text,label,
WHAT AUX PROPN VERB DET ADJ NOUN,EASY
WHO AUX NOUN VERB ADP PROPN PART,DIFFICULT
WHAT VERB DET PROPN PART,EASY
WHAT NOUN VERB WHAT VERB ADP DET NOUN NOUN NOUN VERB ADP DET VERB NOUN ADP NOUN,DIFFICULT
WHO VERB DET NOUN VERB ADP DET NOUN,DIFFICULT
WHAT NOUN NOUN NOUN AUX VERB ADP PROPN,EASY
WHO ADV VERB DET NOUN PUNCT NOUN PUNCT,DIFFICULT
WHAT NOUN AUX VERB ADP NOUN CCONJ NOUN AUX ADV ADJ ADP PROPN CCONJ VERB DET ADJ,DIFFICULT
WHO VERB PROPN SCONJ DET ADJ NOUN NOUN,DIFFICULT
WHAT NOUN ADP PROPN VERB AUX VERB ADP NUM,DIFFICULT
WHAT ADJ NOUN AUX VERB ADP PROPN PROPN DET VERB DET PROPN NOUN,DIFFICULT
VERB DET NOUN DET PROPN AUX ADP DET PROPN PROPN PART,EASY
WHAT NOUN AUX AUX VERB PART VERB VERB ADP NUM NOUN,DIFFICULT
WHAT AUX PROPN PROPN VERB NOUN ADP PROPN,DIFFICULT
DET PROPN CCONJ PROPN AUX ADJ NOUN ADP DET NOUN NOUN SCONJ PRON AUX PART VERB WHICH NOUN PART VERB DET NOUN,DIFFICULT
WHO VERB SCONJ PROPN PUNCT PROPN AUX DET,DIFFICULT
WHAT NOUN NOUN VERB SCONJ NOUN VERB VERB ADP NOUN NOUN,EASY
VERB ADJ NOUN PRON ADV VERB AUX VERB ADP DET PROPN ADP WHERE,DIFFICULT
WHAT AUX DET NOUN VERB ADP NOUN,DIFFICULT
NOUN AUX VERB PART VERB ADP WHAT ADJ NOUN,DIFFICULT
HOW AUX NOUN VERB ADP NOUN,DIFFICULT
WHAT AUX DET ADJ NOUN DET VERB VERB DET NOUN ADP NOUN,DIFFICULT
WHO VERB DET NOUN ADP DET PROPN NOUN,DIFFICULT
WHAT NOUN VERB AUX VERB PART VERB DET NOUN ADP DET NOUN NOUN PART VERB ADJ NOUN,DIFFICULT
WHICH NOUN AUX AUX VERB ADV DET ADJ NOUN ADP NOUN,DIFFICULT
WHAT AUX DET NOUN ADP DET NOUN VERB ADP,DIFFICULT
PROPN PROPN ADV VERB SCONJ VERB DET NOUN ADJ NOUN ADV ADJ PRON VERB AUX VERB SCONJ,EASY
WHAT NOUN NOUN AUX VERB ADP PROPN PART,DIFFICULT
WHAT NOUN ADP NOUN AUX NOUN VERB VERB DET NOUN ADP NOUN ADP NOUN,DIFFICULT
WHICH NOUN NOUN AUX VERB ADV,DIFFICULT
WHAT ADJ NOUN AUX AUX ADV VERB ADP DET NOUN NOUN VERB ADJ NOUN,DIFFICULT
WHAT AUX DET NOUN DET AUX VERB ADP DET ADJ PROPN,DIFFICULT
WHAT ADJ ADJ NOUN NOUN AUX PROPN VERB DET ADJ NOUN ADP,DIFFICULT
WHAT AUX ADJ NOUN VERB SCONJ,EASY
HOW AUX PRON ADJ PART VERB DET NOUN ADP NOUN NOUN ADP DET NOUN,EASY
WHAT NOUN AUX PART VERB ADP DET PROPN ADP VERB PART VERB DET PROPN ADP NOUN,DIFFICULT
DET NOUN DET NOUN AUX VERB ADP ADP DET NUM PART,DIFFICULT
WHAT NOUN VERB DET ADJ NOUN ADP NOUN,DIFFICULT
WHO VERB DET ADJ CCONJ ADJ NOUN PART VERB ADP DET PROPN,EASY
HOW AUX DET NOUN VERB ADP DET NOUN,DIFFICULT
WHICH NOUN ADV VERB DET NOUN ADP PROPN,DIFFICULT
WHAT NOUN ADP DET ADJ ADJ NOUN VERB NOUN CCONJ VERB ADJ NOUN,EASY
WHAT NOUN AUX VERB PART VERB NOUN ADP DET PROPN PROPN,DIFFICULT
WHAT NOUN AUX VERB ADP PROPN VERB,DIFFICULT
ADP WHAT NOUN AUX PROPN VERB HOW NOUN VERB ADP DET NOUN CCONJ VERB NOUN ADP DET ADJ CCONJ ADJ NOUN ADP PUNCT VERB PUNCT DET,DIFFICULT
WHAT AUX PRON VERB PART VERB DET NOUN ADP DET ADJ PUNCT,DIFFICULT
DET NOUN VERB SCONJ NOUN VERB AUX VERB ADP NOUN ADP NOUN ADP DET NOUN CCONJ PART WHAT,EASY
WHAT AUX DET NOUN ADP DET PROPN NOUN DET VERB AUX VERB SCONJ NOUN ADP DET NOUN,DIFFICULT
WHAT AUX ADJ PART VERB ADP ADJ NOUN VERB,DIFFICULT
WHICH ADJ VERB ADJ NOUN ADP DET NOUN,DIFFICULT
WHAT ADJ NOUN AUX VERB PART VERB ADP NOUN,DIFFICULT
HOW AUX DET VERB NOUN ADV VERB ADP NOUN,EASY
WHAT AUX DET NOUN NOUN DET VERB DET ADJ NOUN NOUN,DIFFICULT
WHICH PROPN AUX ADJ NOUN ADV VERB ADP,EASY
WHAT AUX VERB ADP DET NOUN ADP VERB PROPN NOUN,DIFFICULT
WHAT NOUN AUX VERB PART VERB DET ADJ NOUN ADP PROPN NOUN,DIFFICULT
NOUN VERB ADP DET NOUN NOUN ADP NOUN CCONJ NOUN ADP DET NOUN AUX VERB ADP WHAT PROPN NOUN,EASY
WHAT NOUN ADP NOUN VERB VERB DET NOUN ADP VERB PRON PRON AUX ADP,DIFFICULT
WHAT VERB PRON VERB DET NOUN ADP DET ADJ NOUN ADP NOUN DET VERB WHY PRON VERB ADV SCONJ NOUN ADP ADV ADJ NOUN,DIFFICULT
WHAT NOUN ADP NOUN AUX ADV VERB ADV PART VERB NOUN ADP ADJ ADP DET NOUN,DIFFICULT
DET NOUN ADJ VERB PRON VERB PART VERB PRON PART ADJ NOUN VERB VERB ADP DET NOUN DET NUM AUX WHAT,DIFFICULT
WHAT ADJ NOUN AUX PROPN VERB PART VERB DET NOUN NOUN ADP DET NOUN,DIFFICULT
WHAT AUX VERB ADP DET NOUN ADP NOUN NOUN PART VERB PRON ADJ,DIFFICULT
WHY AUX NOUN VERB NOUN ADP NOUN WHEN DET NOUN AUX AUX VERB,DIFFICULT
VERB NUM ADJ PROPN NOUN NOUN,EASY
WHAT NOUN AUX PROPN VERB SCONJ DET VERB ADJ NOUN ADP,DIFFICULT
WHAT AUX DET NOUN ADP NOUN ADP DET ADJ NOUN VERB ADP ADJ NOUN CCONJ NOUN,DIFFICULT
ADJ NOUN NOUN AUX VERB WHAT NOUN PART VERB NOUN,DIFFICULT
WHO AUX PROPN PROPN VERB ADP,EASY
DET NOUN ADP NOUN CCONJ DET NOUN VERB ADV AUX VERB SCONJ,DIFFICULT
PROPN ADJ NOUN VERB DET ADJ NOUN ADP AUX VERB ADP WHAT NOUN NOUN,EASY
WHAT NOUN VERB DET ADV VERB ADJ NOUN ADP ADJ NOUN DET AUX VERB ADJ,DIFFICULT
WHICH NUM NOUN AUX VERB ADP ADJ ADJ NOUN,DIFFICULT
WHAT AUX DET PROPN PROPN PROPN VERB ADP,EASY
WHAT AUX DET NOUN DET VERB VERB HOW NOUN NOUN VERB,DIFFICULT
WHAT AUX DET ADJ NOUN AUX VERB PART VERB DET NOUN ADP PROPN CCONJ PROPN,DIFFICULT
NOUN NOUN AUX VERB ADP NOUN NOUN ADP WHAT,DIFFICULT
WHAT AUX VERB DET VERB NOUN ADP ADJ NOUN,EASY
WHICH ADP DET AUX DET ADJ NOUN NOUN PART VERB WHEN VERB DET ADJ NOUN,DIFFICULT
WHICH VERB DET ADJ ADJ ADJ ADP NOUN ADP DET NOUN,DIFFICULT
WHAT AUX DET NOUN DET VERB DET NOUN ADP WHAT ADJ VERB CCONJ ADJ VERB NOUN VERB,DIFFICULT
WHERE AUX PROPN VERB ADP ADJ NOUN ADP DET ADJ NOUN ADP NOUN,DIFFICULT
WHO VERB NOUN PART VERB ADJ NOUN,DIFFICULT
WHAT VERB PROPN ADP ADJ ADJ PUNCT,EASY
ADP WHAT NOUN AUX VERB NOUN PART AUX VERB ADP PROPN,DIFFICULT
WHAT AUX DET NOUN ADP ADJ NOUN AUX VERB SCONJ,DIFFICULT
WHAT AUX VERB VERB ADP,DIFFICULT
WHAT NOUN AUX PROPN ADV VERB DET NOUN ADP ADJ ADJ NOUN,DIFFICULT
WHAT AUX ADJ NOUN VERB ADP,DIFFICULT
WHAT NOUN AUX PROPN VERB NOUN PART NOUN,DIFFICULT
WHAT NOUN AUX NOUN PART VERB DET VERB DET ADJ NOUN,DIFFICULT
WHAT AUX DET NOUN ADP NOUN VERB ADP PROPN NOUN,EASY
NOUN ADP DET NOUN NOUN NOUN VERB VERB PROPN PART VERB WHAT NOUN,DIFFICULT
WHO AUX DET NOUN ADP PRON DET VERB SCONJ ADJ NOUN AUX PART DET NOUN ADP NOUN,EASY
WHO AUX VERB SCONJ DET NOUN ADP DET NOUN ADP NOUN ADP PROPN,EASY
WHAT NOUN AUX PROPN NOUN AUX VERB ADP PROPN PART NOUN CCONJ VERB PART VERB,DIFFICULT
WHAT VERB AUX AUX VERB ADP ADJ NOUN,DIFFICULT
WHEN AUX NOUN ADV VERB ADP DET ADJ NOUN,DIFFICULT
WHAT NOUN ADP ADJ NOUN AUX NOUN NOUN VERB ADP NOUN,DIFFICULT
WHAT AUX DET NOUN VERB ADP NOUN,DIFFICULT
WHAT NOUN ADP NOUN VERB DET ADJ NOUN ADP NOUN,DIFFICULT
WHAT NOUN NOUN NOUN AUX ADV VERB ADP NOUN VERB,DIFFICULT
WHAT AUX NOUN VERB PART VERB DET NOUN ADP NOUN NOUN,DIFFICULT
WHAT VERB SCONJ PRON AUX DET ADJ ADJ ADJ NOUN,EASY
WHAT NOUN AUX DET ADJ PROPN NOUN VERB ADP,DIFFICULT
VERB NUM PROPN NOUN DET VERB PART VERB NOUN ADP NOUN NOUN,EASY
WHICH NOUN NOUN AUX VERB ADP DET NOUN ADP NOUN ADP ADJ NOUN,DIFFICULT
WHAT NOUN ADP NOUN VERB AUX VERB ADP NOUN,DIFFICULT
WHAT NOUN AUX DET PROPN ADP PROPN PROPN VERB ADP,EASY
DET NOUN NOUN NOUN AUX VERB ADP NOUN ADP,DIFFICULT
WHAT NOUN AUX VERB ADP DET PROPN PROPN,EASY
WHICH NOUN ADP NOUN VERB AUX VERB PART VERB DET NOUN ADP NOUN ADP DET NOUN NOUN,DIFFICULT
WHICH NOUN AUX VERB ADP DET PROPN NOUN ADP DET ADJ NOUN,DIFFICULT
DET PROPN VERB NOUN ADP ADJ NOUN PART VERB WHAT,DIFFICULT
WHAT AUX DET NOUN SCONJ NOUN VERB ADP WHEN VERB DET VERB ADJ CCONJ ADJ NOUN CCONJ SPACE NOUN CCONJ,DIFFICULT
ADP WHAT NOUN AUX DET NOUN VERB ADP NOUN PART NOUN,DIFFICULT
WHICH NOUN ADP DET NOUN AUX VERB PART VERB NOUN ADP NOUN,DIFFICULT
WHAT AUX DET ADJ NOUN VERB ADP,DIFFICULT
HOW ADJ ADJ NOUN NOUN AUX VERB ADP PROPN,EASY
WHAT NOUN ADP NOUN NOUN NOUN NOUN,DIFFICULT
WHAT AUX DET NOUN ADP DET ADJ NOUN VERB NOUN VERB ADP PROPN PROPN,EASY
WHAT AUX DET NOUN VERB ADP DET VERB ADJ NOUN ADP DET ADJ NOUN,DIFFICULT
WHICH NOUN AUX ADV VERB ADP ADJ NOUN,DIFFICULT
WHO VERB SCONJ DET NOUN AUX VERB SCONJ ADV VERB DET PROPN,EASY
WHICH NOUN AUX PROPN NUM VERB PART VERB,DIFFICULT
WHAT NOUN ADP NOUN AUX VERB PART VERB NOUN,DIFFICULT
HOW AUX DET NOUN ADP NOUN NOUN VERB ADP ADJ ADJ NOUN,DIFFICULT
WHAT AUX ADJ NOUN ADV ADV VERB SCONJ NOUN,DIFFICULT
WHAT NOUN AUX ADV ADJ VERB ADP PROPN PROPN,DIFFICULT
WHO AUX DET PROPN ADJ NOUN NOUN VERB ADP VERB NOUN NOUN,DIFFICULT
WHERE AUX PROPN VERB ADP PROPN PART,EASY
WHAT NOUN ADP ADJ NOUN AUX PROPN VERB ADP DET PROPN,DIFFICULT
HOW ADJ NOUN ADP NOUN AUX NOUN VERB SCONJ PROPN NOUN NOUN VERB PART VERB ADJ,EASY
DET NOUN VERB DET NOUN NOUN PART VERB DET NOUN ADP NOUN ADP NOUN ADP DET NUM NOUN WHICH ADJ NOUN ADP NOUN AUX ADJ ADP DET NOUN,DIFFICULT
WHAT AUX DET NOUN ADP DET ADJ NOUN DET VERB DET ADJ ADJ ADJ NOUN,EASY
WHAT AUX VERB SCONJ DET NOUN NOUN ADP DET ADJ ADJ NOUN SCONJ NOUN CCONJ NOUN,DIFFICULT
ADP WHAT NOUN AUX NOUN ADP PROPN ADV VERB PROPN NOUN,DIFFICULT
WHAT AUX ADV VERB PART VERB ADJ NOUN,DIFFICULT
WHO VERB VERB DET NOUN NOUN WHEN DET VERB ADP DET PROPN ADP DET PROPN PROPN,DIFFICULT
PROPN AUX VERB ADP WHAT NOUN ADV DET NOUN ADP DET NOUN AUX NOUN VERB ADJ NOUN,DIFFICULT
WHAT AUX DET ADJ NOUN ADP NOUN VERB ADP DET PROPN PROPN SCONJ NOUN,EASY
HOW ADJ ADJ ADJ NOUN AUX VERB ADP NOUN PROPN PROPN,EASY
DET NOUN DET VERB DET NOUN ADP NOUN VERB ADP DET PROPN AUX VERB WHAT,EASY
WHAT VERB DET ADJ NOUN ADP NOUN,EASY
WHAT AUX ADV VERB WHERE PROPN AUX VERB SCONJ DET NOUN ADJ NOUN,DIFFICULT
WHERE AUX DET ADJ NOUN PART VERB DET VERB NOUN ADP NOUN ADV PART VERB,DIFFICULT
HOW AUX PROPN VERB SCONJ ADP NOUN ADP DET PROPN,DIFFICULT
WHAT AUX PROPN PROPN VERB PRON WHO ADV VERB ADP DET NOUN SCONJ,DIFFICULT
DET NOUN VERB SCONJ ADJ NOUN AUX VERB ADP NOUN ADP,DIFFICULT
HOW AUX DET PROPN PROPN NOUN VERB ADP ADJ ADJ NOUN ADP DET NOUN,DIFFICULT
WHAT NOUN VERB ADJ ADJ ADJ NOUN,DIFFICULT
NOUN VERB VERB ADJ NOUN ADP WHAT NOUN ADP NOUN,EASY
ADP WHAT NOUN AUX VERB SCONJ AUX NUM ADP DET ADJ VERB NOUN ADP VERB DET NOUN NOUN,DIFFICULT
PROPN CCONJ PROPN AUX VERB HOW ADV PRON VERB NUM ADJ NOUN ADP NOUN PART VERB PRON VERB DET NOUN ADP NOUN ADP ADJ NOUN VERB PRON ADP DET ADJ NOUN CCONJ NOUN PRON ADV SCONJ PRON VERB PART VERB DET NOUN ADV WHICH NOUN AUX ADV ADJ PART VERB,DIFFICULT
WHAT NOUN AUX VERB DET NOUN ADP DET PROPN,DIFFICULT
WHAT AUX VERB SCONJ DET ADJ NOUN ADP DET NOUN VERB DET ADJ NOUN ADP DET ADJ ADJ NOUN,EASY
WHO AUX DET PROPN VERB PART VERB ADP PROPN ADP PROPN,DIFFICULT
HOW ADV AUX VERB VERB ADJ,EASY
WHAT AUX PROPN VERB ADP,EASY
WHO AUX PRON VERB ADP,EASY
WHO AUX PROPN VERB PROPN ADP PROPN PROPN ADP NUM,EASY
WHICH NUM NOUN AUX DET VERB PART VERB NOUN,DIFFICULT
WHAT NOUN NOUN AUX VERB DET NOUN ADP DET NOUN NOUN,DIFFICULT
DET ADJ NOUN NOUN ADP WHICH NOUN VERB DET ADJ,EASY
WHO VERB VERB DET NOUN PART VERB NOUN,DIFFICULT
WHAT NOUN AUX ADV VERB ADP ADJ NOUN,DIFFICULT
WHAT NOUN AUX DET NOUN ADP NOUN ADV VERB ADP,DIFFICULT
WHICH ADP DET ADJ VERB DET NOUN,DIFFICULT
SCONJ DET ADJ NOUN AUX PART VERB ADP DET NOUN WHERE AUX PRON ADV VERB,EASY
WHICH NOUN ADP PROPN NOUN AUX ADV VERB ADP PROPN PROPN,EASY
ADV SCONJ VERB ADJ NOUN SCONJ ADJ NOUN CCONJ NOUN WHAT AUX VERB VERB PRON SCONJ,EASY
WHAT NOUN AUX DET NOUN VERB ADP DET NOUN NOUN VERB ADP,DIFFICULT
WHAT NOUN AUX PROPN VERB PART VERB ADJ,DIFFICULT
WHAT NOUN VERB AUX VERB PART VERB DET ADJ NOUN ADP DET NOUN,DIFFICULT
WHAT VERB NOUN VERB AUX VERB SCONJ DET NOUN ADP NUM NOUN ADP NOUN,DIFFICULT
WHAT NOUN ADP NOUN AUX PROPN VERB DET VERB PART VERB ADJ SCONJ NUM NOUN,DIFFICULT
WHAT AUX DET NOUN PUNCT NOUN PUNCT VERB AUX VERB,EASY
WHAT NOUN ADP ADJ AUX VERB ADP ADJ NOUN NOUN,DIFFICULT
WHAT NOUN AUX VERB ADP DET NOUN ADP ADJ VERB NOUN,EASY
WHICH NOUN VERB WHY PROPN AUX DET ADJ NOUN VERB DET NOUN CCONJ ADV VERB PRON ADV SCONJ VERB NUM NOUN,DIFFICULT
WHAT ADJ NOUN AUX VERB ADP NOUN PART VERB ADJ NOUN,DIFFICULT
WHAT ADJ NOUN ADP NOUN VERB PART AUX VERB ADP NOUN NOUN,DIFFICULT
HOW ADJ NOUN VERB NUM VERB VERB ADP,DIFFICULT
WHAT NOUN AUX VERB SCONJ DET NOUN WHY DET NOUN PROPN AUX VERB ADV ADV ADP ADJ NOUN,EASY
WHAT AUX NUM ADP DET ADJ NOUN VERB ADP ADJ PROPN,DIFFICULT
WHAT NOUN AUX VERB ADP DET ADJ NOUN VERB ADP DET NOUN ADP NOUN,DIFFICULT
WHERE AUX DET NOUN VERB ADP DET NOUN,EASY
VERB DET NOUN ADV PART VERB DET NOUN PROPN AUX DET NOUN NOUN VERB PART VERB NOUN PROPN AUX VERB ADP NOUN DET NOUN PART ADJ ADP NOUN PROPN AUX VERB ADP ADJ NOUN NOUN VERB ADV ADP ADJ NOUN DET NOUN NOUN VERB NOUN NOUN CCONJ NOUN NOUN WHEN NOUN NOUN AUX VERB NOUN ADV VERB DET NOUN NOUN VERB NOUN PART VERB DET NOUN NOUN DET AUX NOUN PUNCT ADJ NOUN AUX ADV VERB PART VERB DET NOUN NOUN HOW NOUN ADV VERB DET NOUN NOUN ADJ NOUN PART VERB DET NOUN ADP,DIFFICULT
WHAT AUX VERB PART VERB DET ADJ NOUN ADP NOUN,DIFFICULT
WHAT NOUN AUX PROPN PROPN ADV VERB WHEN VERB DET NOUN NOUN,DIFFICULT
WHAT AUX DET PROPN VERB VERB NOUN NOUN NOUN,DIFFICULT
WHAT AUX PRON VERB WHEN NOUN NOUN VERB DET NOUN ADP ADJ NOUN,DIFFICULT
WHAT NOUN VERB SCONJ DET NOUN AUX DET NOUN NOUN NOUN NOUN,EASY
WHAT NOUN ADP NOUN AUX ADJ NOUN VERB PART VERB VERB DET NOUN ADP DET NOUN SCONJ PRON AUX VERB ADP,DIFFICULT
VERB DET NOUN DET AUX DET NUM PUNCT NOUN,EASY
WHAT AUX NOUN NOUN ADV VERB ADP,DIFFICULT
WHAT AUX NOUN VERB PART VERB ADJ NOUN NOUN ADP VERB CCONJ VERB NOUN,DIFFICULT
WHAT AUX PROPN VERB ADJ AUX VERB ADP,EASY
SCONJ DET NOUN AUX ADV VERB ADP NOUN WHAT NOUN VERB PRON ADP ADJ NOUN NOUN,EASY
WHAT AUX DET ADV VERB NOUN ADP DET ADJ NOUN,DIFFICULT
WHAT VERB AUX VERB PART VERB DET NOUN ADP NOUN,DIFFICULT
HOW VERB DET PROPN VERB ADP DET NOUN ADP PROPN VERB ADP HOW PRON VERB ADP PROPN,DIFFICULT
ADP WHAT NOUN AUX DET NOUN ADP VERB NOUN PART VERB NOUN VERB ADP PROPN,DIFFICULT
WHAT ADJ NOUN ADP DET ADJ NOUN AUX VERB ADP DET NOUN ADP PROPN PROPN PROPN,DIFFICULT
WHAT AUX DET NOUN DET VERB AUX VERB ADP PRON WHO AUX PART VERB DET NOUN ADV,DIFFICULT
PROPN PROPN AUX VERB ADP WHAT NOUN CCONJ PART DET PROPN,DIFFICULT
