text,label
VERB DET NOUN NOUN DET PROPN VERB ADP,EASY
VERB NUM ADP PROPN PART ADJ NOUN,EASY
VERB NUM NOUN ADP DET NOUN ADP PROPN CCONJ PROPN,EASY
VERB DET NOUN ADP DET NOUN PRON AUX DET,EASY
VERB DET NOUN VERB WHICH NOUN ADP DET PROPN NOUN,DIFFICULT
VERB NUM ADP PROPN PART ADJ,EASY
VERB NUM NOUN SCONJ PROPN AUX VERB ADP,EASY
NOUN VERB VERB DET NOUN NOUN NOUN ADV ADV SCONJ PRON AUX PART VERB ADP PRON,EASY
NOUN VERB VERB DET NOUN ADJ NOUN SCONJ DET VERB ADP WHAT NOUN,EASY
NOUN CCONJ ADJ NOUN VERB WHAT NOUN ADP NOUN CCONJ NOUN,EASY
NOUN VERB VERB NOUN ADJ PRON,EASY
NOUN AUX VERB DET ADP PRON,EASY
VERB NUM ADP DET ADJ NOUN DET AUX VERB ADV ADV ADP NOUN ADP PROPN SPACE,EASY
VERB NUM NOUN DET ADJ NOUN VERB ADV ADP,EASY
VERB NUM NOUN DET AUX VERB ADP ADJ NOUN NOUN,EASY
VERB NUM NOUN NOUN VERB DET NOUN ADP DET ADJ NOUN AUX VERB ADP NOUN CCONJ AUX PART VERB ADP ADJ ADP DET ADJ NOUN NOUN,EASY
VERB NUM NOUN ADJ ADJ NOUN VERB ADP DET NOUN,EASY
VERB DET NOUN ADJ ADJ NOUN VERB ADP DET NOUN,EASY
VERB NUM ADJ NOUN SCONJ PROPN AUX ADV VERB SCONJ VERB ADP,EASY
VERB DET ADJ NOUN DET PROPN AUX ADV VERB SCONJ VERB ADP,EASY
VERB NUM NOUN DET ADJ CCONJ ADJ ADJ NOUN AUX ADV VERB SCONJ ADP NOUN,EASY
VERB DET ADJ NOUN DET VERB ADV,EASY
NOUN ADP NOUN ADP PROPN VERB ADV ADP WHAT NOUN,DIFFICULT
NOUN NUM ADP DET NOUN NOUN,EASY
VERB DET ADP DET NOUN NOUN,EASY
VERB DET ADJ ADJ NOUN ADP DET NOUN,EASY
VERB DET NOUN NOUN ADP DET NOUN ADP PROPN PROPN,EASY
VERB DET NOUN CCONJ NOUN NOUN VERB ADP PROPN PROPN,EASY
PROPN PROPN PART ADJ PROPN VERB,EASY
VERB DET ADJ NOUN NOUN VERB ADP PROPN NOUN,EASY
VERB DET NUM NOUN WHO VERB DET NOUN,EASY
VERB DET NOUN WHO AUX VERB ADP DET PROPN PROPN,EASY
SPACE VERB DET WHO PRON AUX PART VERB ADP DET,EASY
VERB DET NUM NOUN WHO AUX ADP NOUN ADJ ADP DET NOUN ADP PROPN ADP NUM CCONJ NUM,EASY
VERB DET NUM NOUN WHO AUX ADP NOUN ADJ ADP DET NOUN ADP PROPN ADP NUM CCONJ NUM,EASY
VERB DET NUM NOUN WHO AUX ADP NOUN ADJ ADP DET NOUN ADP PROPN ADP NUM CCONJ NUM,EASY
VERB NOUN CCONJ NOUN NOUN ADP DET ADJ NOUN AUX PRON,DIFFICULT
NOUN NUM NOUN ADP ADJ NOUN NOUN ADP NOUN NOUN,EASY
NOUN NUM NOUN ADP ADJ NOUN NOUN ADP ADJ ADJ,EASY
NOUN ADP PROPN PART NOUN VERB HOW ADV ADJ ADJ,DIFFICULT
VERB DET ADJ PROPN NOUN,EASY
VERB DET PROPN NOUN NOUN DET AUX VERB ADP NUM,EASY
VERB NUM NOUN ADP NOUN DET ADJ PROPN VERB DET ADJ NOUN ADP,EASY
VERB NUM ADP DET NOUN ADP DET ADP DET PROPN NOUN NOUN,EASY
VERB NUM ADJ NOUN ADJ ADP DET PROPN,EASY
VERB NUM ADP DET ADJ NOUN SCONJ ADJ NOUN AUX VERB ADP,EASY
VERB NUM NOUN WHO AUX ADV ADV DET NOUN ADP DET NOUN,EASY
VERB NUM NOUN DET AUX ADV DET NOUN ADP DET NOUN,EASY
PROPN PUNCT NOUN,EASY
VERB PUNCT NOUN,EASY
VERB DET NOUN VERB ADP PROPN SCONJ DET NOUN ADP DET ADJ NOUN,DIFFICULT
VERB DET NOUN DET AUX DET NUM PUNCT NOUN,EASY
VERB DET NUM NOUN PRON AUX NOUN ADP ADJ NOUN VERB DET,EASY
VERB DET NOUN ADP DET NOUN DET VERB NOUN ADP ADJ CCONJ ADJ ADJ NOUN,EASY
VERB DET ADJ ADJ NOUN,EASY
VERB DET ADJ NOUN,EASY
VERB DET NOUN DET VERB ADV,EASY
VERB DET NOUN PRON ADJ ADP,EASY
VERB NUM ADP DET NOUN,EASY
VERB DET NOUN VERB ADP PROPN,EASY
VERB DET NOUN ADJ ADP DET PROPN NOUN DET AUX ADP DET NOUN ADP PROPN,EASY
VERB DET NOUN ADJ ADP DET PROPN NOUN DET AUX ADP DET NOUN ADP PROPN,EASY
VERB ADP PROPN WHAT PRON AUX DET ADJ NOUN NOUN ADP DET,EASY
VERB DET ADJ NOUN DET VERB ADP NOUN NOUN,EASY
VERB NUM NOUN NOUN PROPN VERB,EASY
NOUN ADP NOUN ADP NOUN VERB PRON,DIFFICULT
NOUN ADP NOUN ADP NOUN VERB PRON,DIFFICULT
VERB DET ADJ NOUN DET AUX DET ADJ NOUN ADP NOUN,EASY
VERB DET ADJ NOUN PROPN NOUN,EASY
VERB DET ADJ NOUN,EASY
NOUN NUM NOUN ADP DET ADJ NUM NOUN VERB ADP DET NOUN ADP PROPN,EASY
VERB ADP DET NOUN ADP DET PROPN PUNCT AUX PROPN AUX ADJ CCONJ ADJ NOUN,DIFFICULT
VERB ADP DET NOUN ADP DET PROPN PUNCT AUX PROPN AUX ADJ CCONJ ADJ NOUN,DIFFICULT
VERB ADP NOUN ADP DET PROPN PUNCT AUX PROPN AUX ADJ CCONJ ADJ NOUN,DIFFICULT
VERB DET NOUN ADP DET NOUN DET VERB ADJ NOUN,EASY
VERB DET NOUN ADP WHAT NOUN AUX NUM ADP DET NOUN PART VERB ADJ NOUN,DIFFICULT
VERB NUM VERB NOUN NOUN VERB WHEN VERB DET NOUN,EASY
VERB PROPN ADJ NOUN ADP DET NOUN VERB VERB ADP WHAT ADJ NOUN,DIFFICULT
VERB NUM NOUN DET VERB ADJ PUNCT,EASY
SPACE NOUN NUM NOUN DET VERB ADJ,EASY
VERB NUM ADJ PUNCT NOUN NOUN DET AUX,EASY
SPACE VERB NUM ADJ PUNCT NOUN NOUN DET,EASY
VERB NUM ADJ NOUN ADP VERB ADJ CCONJ ADJ NOUN,EASY
SPACE VERB NUM ADJ NOUN ADP VERB ADJ CCONJ ADJ,EASY
NOUN ADP NOUN NOUN ADP NUM VERB ADP WHAT NOUN,DIFFICULT
SPACE NOUN ADP NOUN NOUN ADP NUM VERB WHAT DET,DIFFICULT
VERB DET NOUN DET ADJ PROPN VERB AUX VERB ADP SCONJ PROPN PROPN,EASY
VERB DET NOUN DET VERB DET NOUN DET AUX PART VERB DET PROPN PUNCT,EASY
VERB DET NOUN ADP DET ADJ NOUN,EASY
VERB DET NOUN ADP DET ADJ NOUN,EASY
VERB DET NOUN ADP DET ADJ NOUN,EASY
VERB DET NOUN ADP DET ADJ NOUN,EASY
VERB DET NOUN ADP ADJ ADJ ADJ NOUN,EASY
VERB NUM NOUN WHEN NOUN ADP NOUN CCONJ NOUN AUX VERB SCONJ ADV VERB,EASY
VERB ADJ NOUN ADP ADJ NOUN,EASY
NOUN NUM ADJ PROPN NOUN,EASY
VERB DET NOUN ADP NOUN NOUN ADP DET NOUN,EASY
VERB DET NUM ADJ ADJ ADJ NOUN ADP DET NOUN,EASY
VERB NUM NOUN PUNCT NOUN ADP DET,EASY
VERB DET PROPN VERB ADP DET NOUN,EASY
VERB DET NOUN NOUN,EASY
VERB DET NOUN VERB ADP DET VERB NOUN,EASY
PROPN PROPN PART ADJ,EASY
VERB DET NOUN VERB ADP DET NOUN,EASY
VERB NUM NOUN ADP ADJ NOUN NOUN,EASY
VERB DET NOUN ADP NOUN ADP DET NUM PART DET VERB DET,EASY
VERB DET NOUN SYM NOUN NOUN ADP,EASY
VERB DET ADJ NOUN,EASY
VERB DET ADJ NOUN,EASY
VERB DET NUM ADJ NOUN NOUN,EASY
VERB DET VERB NOUN PART VERB PRON,EASY
VERB DET ADJ NOUN,EASY
VERB DET NOUN ADP DET NOUN,EASY
NOUN NUM NOUN NOUN DET VERB DET NOUN SCONJ DET NOUN,EASY
VERB DET NOUN DET ADV VERB DET ADJ NOUN ADP DET NOUN,EASY
VERB NUM ADJ NOUN DET NOUN PROPN PROPN AUX PART VERB,EASY
VERB DET ADJ NOUN ADP DET ADJ NOUN ADP PROPN ADP PART VERB DET NOUN ADP NOUN,EASY
VERB DET NOUN DET PROPN AUX ADP DET PROPN PROPN PART,EASY
VERB DET NOUN ADP PROPN PROPN ADP PROPN,DIFFICULT
VERB DET NOUN ADP DET PROPN PROPN,DIFFICULT
VERB DET NOUN ADP PROPN PROPN PROPN PROPN,DIFFICULT
VERB DET NUM NOUN ADP PROPN,EASY
VERB DET NOUN ADP DET PROPN,EASY
VERB DET ADJ NOUN DET VERB DET NOUN ADP NUM,EASY
VERB DET ADJ ADJ NOUN DET VERB DET NOUN ADP NUM,EASY
VERB DET ADJ ADJ NOUN ADP DET PROPN,EASY
VERB DET ADJ ADJ NOUN ADP DET PROPN,EASY
VERB DET ADJ NOUN VERB SPACE ADP DET PROPN ADP NUM CCONJ,EASY
VERB NUM ADJ ADJ NOUN VERB ADP DET PROPN,EASY
VERB NUM ADJ NOUN ADP DET PROPN PROPN PART PROPN ADP PROPN,EASY
VERB NUM ADJ ADJ NOUN ADP DET PROPN PROPN PART PROPN ADP PROPN,EASY
PROPN PROPN PART,EASY
VERB DET PROPN PROPN,DIFFICULT
NOUN NUM NOUN WHY PROPN VERB DET PUNCT ADJ,EASY
VERB NUM ADJ NOUN ADP NUM DET VERB DET NOUN PART NOUN ADP,EASY
PROPN PROPN PART ADJ,DIFFICULT
PROPN PROPN PART ADJ,DIFFICULT
PROPN PROPN PART ADJ NOUN ADP,DIFFICULT
PROPN PROPN PART NOUN PART,DIFFICULT
VERB ADJ NOUN DET VERB PROPN,EASY
VERB NUM NOUN DET VERB ADP DET ADJ NOUN ADP PROPN PART NOUN DET VERB DET NOUN,EASY
VERB DET NUM NOUN ADP PROPN PART,EASY
VERB NUM ADP DET NOUN VERB DET VERB NOUN ADP ADJ ADJ NOUN,EASY
VERB DET ADJ NOUN VERB DET VERB NOUN ADP ADJ ADJ NOUN,EASY
VERB DET ADJ NOUN NOUN WHEN ADV AUX PROPN VERB DET NOUN,DIFFICULT
VERB DET ADJ NOUN NOUN WHEN ADV AUX PROPN VERB DET NOUN,DIFFICULT
VERB ADJ NOUN AUX ADJ ADP WHAT NOUN,DIFFICULT
VERB ADP ADJ NOUN HOW ADV ADJ AUX DET,DIFFICULT
VERB NUM ADP DET NOUN PROPN PROPN VERB ADP DET PROPN,EASY
VERB NUM ADP DET NOUN PROPN PROPN VERB ADP DET PROPN,EASY
VERB NUM ADP DET NOUN NOUN VERB ADP PROPN,EASY
VERB DET NOUN DET VERB AUX VERB ADP DET NOUN,EASY
VERB NUM ADP DET NOUN WHO VERB PROPN ADP DET PROPN PUNCT,EASY
VERB NUM NOUN DET AUX AUX VERB SCONJ DET NUM,EASY
VERB DET NOUN ADP DET ADJ PUNCT,EASY
VERB DET NOUN DET AUX ADV VERB ADP DET PROPN NOUN,EASY
VERB DET NOUN PART VERB DET NOUN ADV ADP NOUN,EASY
VERB DET NOUN DET DET PROPN VERB ADP PUNCT,EASY
VERB NUM ADP DET ADJ NOUN WHO AUX ADV VERB ADP DET PROPN PROPN PROPN ADP DET PROPN PUNCT,EASY
VERB NUM ADP DET ADJ NOUN WHO AUX ADV VERB ADP DET PROPN PROPN PROPN ADP DET PROPN,EASY
VERB DET NOUN ADP DET PUNCT PROPN,EASY
VERB DET ADJ NOUN CCONJ NOUN NOUN WHAT PRON AUX DET PROPN PROPN NOUN PART,DIFFICULT
VERB ADP DET PROPN PROPN HOW ADV ADJ AUX DET ADJ,EASY
VERB DET ADJ NOUN,EASY
VERB DET NOUN,EASY
VERB NUM PROPN NOUN DET VERB PART VERB NOUN ADP NOUN NOUN,EASY
VERB NUM PROPN NOUN DET VERB PART VERB NOUN ADP NOUN NOUN,EASY
NOUN VERB NOUN ADJ ADP DET NOUN AUX PRON,DIFFICULT
VERB NUM NOUN DET VERB ADJ ADJ,EASY
VERB ADP NOUN NOUN WHAT DET NOUN AUX PROPN,DIFFICULT
VERB DET NOUN ADP DET ADJ NOUN,EASY
VERB DET NOUN WHICH VERB DET NOUN ADV ADP DET NOUN ADP DET ADJ NOUN,EASY
VERB DET NOUN NOUN NOUN,EASY
VERB DET ADJ NUM ADJ PROPN NOUN,EASY
VERB DET NOUN ADP PROPN,EASY
VERB NUM NOUN,EASY
VERB NUM NOUN ADP DET PROPN PROPN,EASY
VERB NUM ADJ ADJ NOUN,EASY
VERB NUM NOUN ADP PROPN NOUN,EASY
VERB NUM ADJ PROPN NOUN NOUN,EASY
VERB DET NOUN NOUN NOUN ADP DET,EASY
VERB PROPN NOUN ADP DET ADJ NOUN,EASY
VERB DET NOUN NOUN WHICH VERB AUX VERB ADJ,EASY
VERB ADP ADJ NOUN PUNCT PROPN PART PROPN AUX DET ADJ NOUN WHAT VERB PRON ADP DET PROPN ADP ADP,DIFFICULT
VERB ADP DET ADJ NOUN HOW ADV ADJ AUX DET NOUN NOUN ADP PROPN ADP DET,DIFFICULT
NOUN VERB ADJ NOUN ADP PROPN ADP PRON,DIFFICULT
