text,label
Name VERB	the DET	largest ADJ	country NOUN	in ADP	Southeast PROPN	Asia PROPN,EASY
Name VERB	the DET	line NOUN	that DET	splits VERB	the DET	Indonesian ADJ	Archipelago PROPN,EASY
Name VERB	the DET	largest ADJ	species NOUN	of ADP	fish NOUN	in ADP	the DET	world NOUN,EASY
Name VERB	some DET	important ADJ	commodities NOUN	that DET	originated VERB	in ADP	Southeast ADJ	asian ADJ	region NOUN,EASY
name VERB	the DET	largest ADJ	ethnic ADJ	group NOUN	in ADP	Southeast PROPN	Asia PROPN,EASY
Name VERB	the DET	most ADV	Muslim ADJ	populous ADJ	region NOUN	in ADP	Asia PROPN,EASY
Using VERB	2010 NUM	data NOUN	HOW	was ADV	BYU AUX	ranked PROPN	as VERB	a SCONJ	university DET	creating NOUN	the VERB	most DET	startup ADV	companies ADJ	through NOUN	campus ADP	research NOUN,DIFFICULT
Name VERB	a DET	National PROPN	Park PROPN	in ADP	Florida PROPN,EASY
Name VERB	another DET	race NOUN	in ADP	florida PROPN,EASY
Name VERB	an DET	exemplar NOUN	of ADP	an DET	predator NOUN	that DET	uses VERB	digestion NOUN	to PART	kill VERB	and CCONJ	gain VERB	nutrients NOUN	from ADP	it's PRON	prey AUX,EASY
Choosing VERB	to PART	follow VERB	comic ADJ	book NOUN	tradition NOUN	and CCONJ	tropes NOUN	was AUX	called VERB	WHAT,DIFFICULT
Name PROPN	Madonna's PROPN	Grammy PART	award PROPN	album NOUN	in NOUN	1998 ADP,EASY
Name VERB	a DET	film NOUN	role NOUN	that DET	Madonna PROPN	acted VERB	in ADP,EASY
Name VERB	one NUM	of ADP	Madonna's PROPN	other PART	business ADJ	ventures NOUN,EASY
Name VERB	one NUM	child NOUN	from ADP	the DET	union NOUN	of ADP	Tony PROPN	and CCONJ	Joan PROPN,EASY
Name VERB	a DET	soundtrack NOUN	in ADP	the DET	film NOUN	Who's PRON	That AUX	Girl DET,EASY
Justify VERB	My DET	Love NOUN	reached VERB	WHICH	number NOUN	in ADP	the DET	US PROPN	charts NOUN,DIFFICULT
Name VERB	one NUM	of ADP	Madonna's PROPN	major PART	influence ADJ,EASY
Name VERB	one NUM	actor NOUN	that SCONJ	Madonna PROPN	was AUX	inspired VERB	by ADP,EASY
States NOUN	may VERB	grant VERB	their DET	citizens NOUN	border NOUN	rights NOUN	as ADV	long ADV	as SCONJ	they PRON	do AUX	not PART	infringe VERB	on ADP	WHAT,EASY
States NOUN	can VERB	grant VERB	their DET	people NOUN	broader ADJ	rights NOUN	than SCONJ	those DET	granted VERB	in ADP	WHAT	document NOUN,EASY
State NOUN	and CCONJ	territorial ADJ	laws NOUN	preempt VERB	WHAT	kind NOUN	of ADP	laws NOUN	and CCONJ	treaties NOUN,EASY
States NOUN	may VERB	grant VERB	citizens NOUN	fewer ADJ	WHAT,EASY
States NOUN	have AUX	adopted VERB	all DET	of ADP	WHAT,EASY
Name VERB	two NUM	of ADP	the DET	metropolitan ADJ	areas NOUN	that DET	are AUX	enjoyed VERB	most ADV	frequently ADV	by ADP	tourist NOUN	in ADP	Myanmar PROPN	 SPACE,EASY
Name VERB	one NUM	person NOUN	that DET	Jewish ADJ	ancestry NOUN	traced VERB	back ADV	to ADP,EASY
Name VERB	one NUM	thing NOUN	that DET	has AUX	accounted VERB	for ADP	Jewish ADJ	population NOUN	growth NOUN,EASY
Name VERB	one NUM	reason NOUN	historians NOUN	believe VERB	the DET	conversion NOUN	during ADP	the DET	Roman ADJ	era NOUN	was AUX	limited VERB	in ADP	number NOUN	and CCONJ	did AUX	not PART	account VERB	for ADP	much ADJ	of ADP	the DET	Jewish ADJ	population NOUN	growth NOUN,EASY
Name VERB	one NUM	way NOUN	Jewish ADJ	cultural ADJ	expressions NOUN	differ VERB	in ADP	each DET	community NOUN,EASY
Name VERB	another DET	way NOUN	Jewish ADJ	cultural ADJ	expressions NOUN	differ VERB	in ADP	each DET	community NOUN,EASY
Name VERB	one NUM	major ADJ	group NOUN	that SCONJ	Jews PROPN	are AUX	often ADV	identified VERB	as SCONJ	belonging VERB	to ADP,EASY
Name VERB	another DET	major ADJ	group NOUN	that DET	Jews PROPN	are AUX	often ADV	identified VERB	as SCONJ	belonging VERB	to ADP,EASY
Name VERB	one NUM	reason NOUN	the DET	ancient ADJ	and CCONJ	distinct ADJ	Jewish ADJ	languages NOUN	have AUX	largely ADV	fallen VERB	out SCONJ	of ADP	use NOUN,EASY
Name VERB	a DET	Jewish ADJ	community NOUN	that DET	disappeared VERB	entirely ADV,EASY
Use NOUN	of ADP	cotton NOUN	in ADP	Iran PROPN	dates VERB	back ADV	to ADP	WHAT	period NOUN,DIFFICULT
Name NOUN	2 NUM	of ADP	the DET	county NOUN	gorges NOUN,EASY
Name VERB	some DET	of ADP	the DET	county NOUN	rivers NOUN,EASY
Name VERB	some DET	historic ADJ	private ADJ	houses NOUN	in ADP	the DET	county NOUN,EASY
Name VERB	some DET	automobile NOUN	manufacturers NOUN	in ADP	the DET	city NOUN	of ADP	Ann PROPN	Arbor PROPN,EASY
Name VERB	some DET	website NOUN	or CCONJ	media NOUN	companies NOUN	located VERB	in ADP	Ann PROPN	Arbor PROPN,EASY
Name PROPN	Michigan's PROPN	first PART	Civic ADJ	chartered PROPN	company VERB,EASY
Name VERB	a DET	private ADJ	business NOUN	school NOUN	located VERB	in ADP	Ann PROPN	arbor NOUN,EASY
Name VERB	the DET	8 NUM	peopl NOUN	WHO	began VERB	the DET	movement NOUN,EASY
List VERB	the DET	artists NOUN	WHO	were AUX	featured VERB	in ADP	the DET	Salon PROPN	d'Automne PROPN,EASY
List SPACE	the VERB	artists DET	WHO	weren't PRON	featured AUX	in PART	the VERB	Salon ADP	d'Automne DET,EASY
Name VERB	the DET	three NUM	artists NOUN	WHO	were AUX	in ADP	part NOUN	resonsible ADJ	for ADP	the DET	reemergence NOUN	of ADP	Cubism PROPN	between ADP	1917 NUM	and CCONJ	1924 NUM,EASY
Name VERB	the DET	three NUM	writers NOUN	WHO	were AUX	in ADP	part NOUN	resonsible ADJ	for ADP	the DET	reemergence NOUN	of ADP	Cubism PROPN	between ADP	1917 NUM	and CCONJ	1924 NUM,EASY
Name VERB	the DET	four NUM	artists NOUN	WHO	were AUX	in ADP	part NOUN	resonsible ADJ	for ADP	the DET	reemergence NOUN	of ADP	Cubism PROPN	between ADP	1917 NUM	and CCONJ	1924 NUM,EASY
Using VERB	fluxes NOUN	and CCONJ	chemical NOUN	additives NOUN	during ADP	the DET	alloying ADJ	process NOUN	does AUX	WHAT,DIFFICULT
List NOUN	two NUM	alternatives NOUN	to ADP	rotary ADJ	stepper NOUN	motors NOUN	in ADP	printer NOUN	applications NOUN,EASY
List NOUN	two NUM	alternatives NOUN	to ADP	rotary ADJ	stepper NOUN	motors NOUN	in ADP	non-printer ADJ	applications ADJ,EASY
Interpretations NOUN	of ADP	Avicenna's PROPN	work PART	split NOUN	into VERB	HOW	many ADV	different ADJ	schools ADJ,DIFFICULT
Name VERB	the DET	original ADJ	Digimon PROPN	anime NOUN,EASY
Name VERB	the DET	Digimon PROPN	video NOUN	game NOUN	that DET	was AUX	released VERB	in ADP	1999 NUM,EASY
Name VERB	two NUM	types NOUN	of ADP	toys NOUN	the DET	original ADJ	Digimon PROPN	bore VERB	a DET	close ADJ	resemblence NOUN	to ADP,EASY
Name VERB	one NUM	of ADP	the DET	genres NOUN	from ADP	any DET	of ADP	the DET	Digimon PROPN	video NOUN	games NOUN,EASY
Name VERB	one NUM	other ADJ	group NOUN	present ADJ	at ADP	the DET	Crucifixion PROPN,EASY
Name VERB	two NUM	of ADP	the DET	oldest ADJ	civilizations NOUN	that SCONJ	textual ADJ	criticism NOUN	has AUX	focused VERB	on ADP,EASY
Name VERB	one NUM	author NOUN	WHO	is AUX	less ADV	frequently ADV	the DET	subject NOUN	of ADP	a DET	variorum NOUN,EASY
Name VERB	two NUM	works NOUN	that DET	are AUX	often ADV	the DET	subject NOUN	of ADP	a DET	variorum NOUN,EASY
Define PROPN	"lectio PUNCT	brevior" NOUN,EASY
Define VERB	"lectio PUNCT	difficilior" NOUN,EASY
Explain VERB	the DET	process NOUN	used VERB	by ADP	McKerrow PROPN	as SCONJ	an DET	alternative NOUN	to ADP	the DET	stemmaic ADJ	method NOUN,DIFFICULT
Name VERB	a DET	nation NOUN	that DET	has AUX	a DET	one-party NUM	political PUNCT	system NOUN,EASY
Name VERB	the DET	two NUM	people NOUN	who's PRON	concepts AUX	of NOUN	universal ADP	rights ADJ	influenced NOUN	the VERB	Whigs DET,EASY
Name VERB	an DET	example NOUN	of ADP	an DET	administration NOUN	that DET	outlaws VERB	links NOUN	between ADP	local ADJ	and CCONJ	foreign ADJ	political ADJ	organizations NOUN,EASY
Name VERB	its DET	northwestern ADJ	coastal ADJ	area NOUN,EASY
Name VERB	its DET	political ADJ	capital NOUN,EASY
Name VERB	the DET	road NOUN	that DET	lead VERB	there ADV,EASY
Name VERB	another DET	road NOUN	they PRON	responsible ADJ	for ADP,EASY
Name VERB	two NUM	of ADP	these DET	cities NOUN,EASY
Name VERB	another DET	saint NOUN	associated VERB	with ADP	Galicia PROPN,EASY
Name VERB	some DET	cities NOUN	downstream ADJ	of ADP	the DET	Yangtze PROPN	river NOUN	that DET	are AUX	to ADP	the DET	east NOUN	of ADP	Sichuan PROPN,EASY
Name VERB	some DET	cities NOUN	downstream ADJ	of ADP	the DET	Yangtze PROPN	river NOUN	that DET	are AUX	to ADP	the DET	west NOUN	of ADP	Sichuan PROPN,EASY
Located VERB	in ADP	London PROPN	WHAT	is PRON	the AUX	busiest DET	concert ADJ	arena NOUN	in NOUN	the ADP	world DET,EASY
Name VERB	some DET	cultural ADJ	universals NOUN	that DET	exist VERB	with ADP	humans NOUN	today NOUN,EASY
Name VERB	two NUM	infrastructure NOUN	projects NOUN	Nasser PROPN	spearheaded VERB,EASY
Uses NOUN	of ADP	sequences NOUN	of ADP	events NOUN	include VERB	WHAT,DIFFICULT
Uses NOUN	of ADP	sequences NOUN	of ADP	order NOUN	include VERB	WHAT,DIFFICULT
Name VERB	a DET	few ADJ	professions NOUN	that DET	have AUX	the DET	highest ADJ	risk NOUN	of ADP	colophony NOUN,EASY
Name VERB	the DET	nineteenth ADJ	century NOUN	English PROPN	atheist NOUN,EASY
Name VERB	a DET	famous ADJ	pantheist NOUN,EASY
Name NOUN	three NUM	philosophers NOUN	of ADP	the DET	last ADJ	100 NUM	years NOUN	arguing VERB	for ADP	the DET	existence NOUN	of ADP	God PROPN,EASY
Compared VERB	to ADP	the DET	rest NOUN	of ADP	the DET	US PROPN	does PUNCT	Alaska AUX	has PROPN	many AUX	or ADJ	few CCONJ	road ADJ	connections NOUN,DIFFICULT
Compared VERB	to ADP	the DET	rest NOUN	of ADP	the DET	UN PROPN	does PUNCT	Alaska AUX	has PROPN	many AUX	or ADJ	few CCONJ	road ADJ	connections NOUN,DIFFICULT
Compared VERB	to ADP	none NOUN	of ADP	the DET	US PROPN	does PUNCT	Alaska AUX	has PROPN	many AUX	or ADJ	few CCONJ	road ADJ	connections NOUN,DIFFICULT
Name VERB	an DET	example NOUN	of ADP	an DET	insect NOUN	that DET	undergoes VERB	complete ADJ	metamorphosis NOUN,EASY
Justifying VERB	the DET	subordination NOUN	of ADP	WHAT	group NOUN	was AUX	one NUM	of ADP	the DET	incentives NOUN	to PART	categorize VERB	human ADJ	groups NOUN,DIFFICULT
Name VERB	three NUM	approaches VERB	software NOUN	testers NOUN	take VERB	WHEN	testing VERB	their DET	software NOUN,EASY
Using VERB	Planck PROPN	constant ADJ	values NOUN	from ADP	these DET	effects NOUN	would VERB	lead VERB	to ADP	WHAT	logical ADJ	issue NOUN,DIFFICULT
Name VERB	one NUM	company NOUN	that DET	sells VERB	flexible-fuel ADJ	cars PUNCT,EASY
Name SPACE	one NOUN	company NUM	that NOUN	sells DET	nonflexible-fuel VERB	cars ADJ,EASY
Name VERB	one NUM	second-generation ADJ	technology PUNCT	that NOUN	is NOUN	market DET	ready AUX,EASY
Name SPACE	one VERB	third-generation NUM	technology ADJ	that PUNCT	is NOUN	market NOUN	ready DET,EASY
Name VERB	one NUM	outher ADJ	country NOUN	with ADP	defined VERB	national ADJ	or CCONJ	regional ADJ	target NOUN,EASY
Name SPACE	one VERB	other NUM	country ADJ	without NOUN	defined ADP	national VERB	or ADJ	regional CCONJ	target ADJ,EASY
Use NOUN	of ADP	wind NOUN	power NOUN	in ADP	2012 NUM	increased VERB	by ADP	WHAT	percentage NOUN,DIFFICULT
Use SPACE	of NOUN	wind ADP	power NOUN	in NOUN	2012 ADP	decreased NUM	by VERB	WHAT	percentage DET,DIFFICULT
Name VERB	another DET	language NOUN	that DET	Common ADJ	Slavic PROPN	can VERB	be AUX	written VERB	in ADP	besides SCONJ	Serbian PROPN	Cyrillic PROPN,EASY
Name VERB	the DET	individual NOUN	that DET	consolidated VERB	the DET	companies NOUN	that DET	were AUX	to PART	become VERB	the DET	Computing-Tabulating-Recording PROPN	Company PUNCT,EASY
Name VERB	an DET	example NOUN	of ADP	a DET	heavy ADJ	isotope NOUN,EASY
Name VERB	another DET	example NOUN	of ADP	a DET	heavy ADJ	isotope NOUN,EASY
Name VERB	an DET	example NOUN	of ADP	a DET	heavy ADJ	transitope NOUN,EASY
Name VERB	another DET	example NOUN	of ADP	a DET	heavy ADJ	transitope NOUN,EASY
Name VERB	some DET	examples NOUN	of ADP	non-infectious ADJ	causes ADJ	of ADJ	hyperthyroidism NOUN,EASY
Name VERB	two NUM	examples NOUN	WHEN	amounts NOUN	of ADP	salts NOUN	and CCONJ	sugar NOUN	are AUX	recommended VERB	although SCONJ	rarely ADV	used VERB,EASY
Name VERB	other ADJ	causes NOUN	of ADP	viral ADJ	infections NOUN,EASY
Name NOUN	6 NUM	important ADJ	Philadelphia PROPN	architects NOUN,EASY
Name VERB	a DET	type NOUN	of ADP	row NOUN	house NOUN	in ADP	the DET	city NOUN,EASY
Name VERB	the DET	six NUM	largest ADJ	European ADJ	ethnic ADJ	groups NOUN	in ADP	the DET	city NOUN,EASY
Name VERB	three NUM	sub-cultures NOUN	in PUNCT	the NOUN	Center ADP	City DET,EASY
Name VERB	a DET	University PROPN	located VERB	in ADP	the DET	city NOUN,EASY
Name VERB	the DET	archaeology NOUN	museum NOUN,EASY
Name VERB	a DET	museum NOUN	named VERB	after ADP	a DET	founding VERB	father NOUN,EASY
Name PROPN	Philidelphia's PROPN	largest PART	park ADJ,EASY
Name VERB	the DET	accent NOUN	spoken VERB	in ADP	the DET	area NOUN,EASY
Name VERB	two NUM	districts NOUN	with ADP	good ADJ	night NOUN	life NOUN,EASY
Name VERB	a DET	type NOUN	of ADP	music NOUN	from ADP	the DET	70's NUM	that PART	influenced DET	the VERB	nation DET,EASY
Name VERB	a DET	hip/hop NOUN	artist SYM	from NOUN	the NOUN	city ADP,EASY
Name VERB	a DET	smaller ADJ	newspaper NOUN,EASY
Name VERB	a DET	Jewish ADJ	newspaper NOUN,EASY
Name VERB	the DET	3 NUM	public ADJ	radio NOUN	stations NOUN,EASY
Name VERB	a DET	proposed VERB	project NOUN	to PART	repalce VERB	it PRON,EASY
Name VERB	the DET	main ADJ	airport NOUN,EASY
Name VERB	a DET	bridge NOUN	in ADP	the DET	city NOUN,EASY
Name NOUN	2 NUM	rail NOUN	companies NOUN	that DET	use VERB	the DET	city NOUN	as SCONJ	a DET	hub NOUN,EASY
Name VERB	a DET	player NOUN	that DET	commonly ADV	receives VERB	the DET	first ADJ	possession NOUN	of ADP	the DET	ball NOUN,EASY
Name VERB	two NUM	diverse ADJ	geographies NOUN	that DET	king NOUN	George PROPN	II PROPN	had AUX	to PART	protect VERB,EASY
Identify VERB	a DET	major ADJ	factor NOUN	in ADP	this DET	feckless ADJ	strategy NOUN	by ADP	France PROPN	of ADP	not PART	defending VERB	its DET	colonies NOUN	with ADP	enthusiasm NOUN,EASY
Identify VERB	an DET	advantage NOUN	that DET	Britain PROPN	had AUX	during ADP	the DET	Seven PROPN	Year's PROPN	War PART,EASY
Describe VERB	the DET	command NOUN	of ADP	Prince PROPN	Ferdinand PROPN	of ADP	Brunswick PROPN,DIFFICULT
Describe VERB	the DET	command NOUN	of ADP	the DET	Duke PROPN	ofBrunswich-Bevern PROPN,DIFFICULT
Describe VERB	the DET	command NOUN	of ADP	Field PROPN	Marshall PROPN	James PROPN	Keith PROPN,DIFFICULT
Name VERB	the DET	four NUM	opponents NOUN	of ADP	Prussia PROPN,EASY
Identify VERB	a DET	success NOUN	of ADP	the DET	Austrians PROPN,EASY
Identify VERB	a DET	new ADJ	country NOUN	that DET	joined VERB	the DET	war NOUN	in ADP	1762 NUM,EASY
Identify VERB	a DET	second ADJ	new ADJ	country NOUN	that DET	joined VERB	the DET	war NOUN	in ADP	1762 NUM,EASY
Identify VERB	a DET	major ADJ	Prussian ADJ	loss NOUN	to ADP	the DET	Russians PROPN,EASY
identify VERB	a DET	major ADJ	Prussian ADJ	loss NOUN	to ADP	the DET	Austrians PROPN,EASY
Identify VERB	the DET	French ADJ	colonies NOUN	lost VERB	to SPACE	the ADP	British DET	in PROPN	1759 ADP	and NUM	1762 CCONJ,EASY
Identify VERB	two NUM	other ADJ	French ADJ	possessions NOUN	captured VERB	by ADP	the DET	British PROPN,EASY
Name VERB	two NUM	major ADJ	events NOUN	of ADP	the DET	Seven PROPN	Years' PROPN	War PART	In PROPN	North ADP	America PROPN,EASY
Name VERB	two NUM	more ADJ	major ADJ	events NOUN	of ADP	the DET	Seven PROPN	Years' PROPN	War PART	in PROPN	North ADP	America PROPN,EASY
List PROPN	Gaddafi's PROPN	lifespan PART,EASY
Describe VERB	the DET	Popular PROPN	Revolution PROPN,DIFFICULT
List NOUN	two NUM	reasons NOUN	WHY	Libya PROPN	become VERB	an DET	"international PUNCT	pariah" ADJ,EASY
Name VERB	two NUM	significant ADJ	events NOUN	in ADP	1986 NUM	that DET	demonstrated VERB	the DET	world's NOUN	view PART	of NOUN	Libya ADP,EASY
Describe PROPN	Gaddafi's PROPN	humble PART	upbringing ADJ,DIFFICULT
Describe PROPN	Gaddafi's PROPN	early PART	childhood ADJ,DIFFICULT
Describe PROPN	Gaddafi's PROPN	first PART	experience ADJ	with NOUN	education ADP,DIFFICULT
Describe PROPN	Gaddafi's PROPN	parents' PART	educational NOUN	backgrounds PART,DIFFICULT
List VERB	several ADJ	biographies NOUN	that DET	influenced VERB	Gaddafi PROPN,EASY
Name VERB	one NUM	event NOUN	that DET	occurred VERB	in ADP	the DET	Arab ADJ	world NOUN	during ADP	Gaddafi PROPN	's PART	childhood NOUN	that DET	influenced VERB	his DET	life NOUN,EASY
List VERB	the DET	two NUM	names NOUN	of ADP	Gaddafi's PROPN	coup PART,EASY
Name VERB	one NUM	of ADP	the DET	individuals NOUN	considered VERB	the DET	founding VERB	fathers NOUN	of ADP	modern ADJ	Cypriot ADJ	art NOUN,EASY
