text,label
DET NOUN VERB DET NOUN PART VERB DET ADJ NOUN ADP DET NOUN PRON ADV VERB DET NOUN NUM NOUN WHICH ADJ VERB WHY PRON VERB DET NOUN ADJ NOUN,A3
WHICH NOUN VERB ADV ADV AUX VERB ADP DET ADJ NOUN,A3
WHICH ADJ VERB DET NOUN ADP DET NOUN VERB SCONJ DET NOUN ADP NOUN,A3
WHICH ADP DET NOUN NOUN VERB ADV AUX DET ADJ ADJ ADJ NOUN ADP NOUN,C1
WHICH NOUN VERB AUX VERB ADP DET NOUN NOUN PART VERB NOUN,D3
DET NOUN AUX VERB PART VERB NOUN VERB DET VERB NOUN PUNCT PROPN PROPN PROPN PROPN VERB NOUN CCONJ NOUN WHICH DET NOUN ADP DET NOUN VERB DET NOUN,D3
DET ADJ NOUN VERB ADP ADJ ADP ADJ NOUN AUX NOUN PROPN PROPN ADJ NOUN CCONJ ADJ WHICH ADP DET VERB ADV VERB DET NOUN ADP DET NOUN VERB DET NOUN,A1
DET NOUN VERB ADP NUM NOUN PRON VERB SCONJ PRON VERB ADV ADP DET ADJ NUM NOUN ADP DET NOUN SCONJ ADP DET ADJ NUM NOUN WHAT VERB PRON VERB ADP DET NOUN,C5
WHICH NOUN AUX VERB PART VERB DET ADJ NOUN ADP DET NOUN,D3
VERB ADP DET PROPN DET ADJ NOUN ADV ADJ AUX DET ADJ,B3
WHICH AUX ADV ADV VERB WHEN VERB DET NOUN ADP NOUN ADP DET NOUN,C1
PROPN AUX VERB NOUN ADP NOUN SCONJ DET NOUN CCONJ PROPN WHICH AUX DET NOUN ADP ADJ NOUN,A4
NOUN NOUN AUX VERB SCONJ ADV ADJ NUM NOUN AUX VERB PART VERB WHAT DET VERB CCONJ VERB DET NOUN VERB ADJ NUM PUNCT PROPN NOUN VERB DET NOUN ADP VERB DET NOUN NUM PUNCT NOUN NOUN ADV VERB ADJ NOUN ADP DET ADJ NUM PUNCT WHICH NOUN VERB DET NOUN VERB VERB CCONJ VERB DET NOUN NUM PUNCT NOUN NOUN VERB NOUN CCONJ NOUN PUNCT ADJ NOUN PART VERB DET NOUN NOUN ADV VERB DET,C1
PROPN VERB SCONJ NOUN VERB NOUN PART VERB CCONJ PART VERB ADP ADJ NOUN DET NOUN VERB SCONJ NOUN NOUN ADP ADJ NOUN VERB VERB ADJ NOUN WHAT VERB AUX DET ADV ADJ NOUN ADP NOUN NOUN ADP NOUN,D3
WHICH ADP DET VERB SCONJ DET ADJ NOUN VERB ADP DET NOUN DET NOUN CCONJ DET NOUN,A3
DET PROPN PROPN NOUN VERB SCONJ DET NOUN,A3
VERB DET NOUN ADP WHICH ADP DET VERB NOUN VERB ADV VERB DET NOUN ADP DET NOUN NOUN,B3
WHICH ADP DET ADJ VERB HOW DET NOUN ADP DET NOUN AUX VERB,C1
NOUN VERB AUX VERB PART VERB NOUN WHICH AUX DET NOUN ADP DET NOUN WHAT NOUN VERB AUX VERB ADP DET VERB NOUN ADP NOUN,D3
WHY VERB NOUN AUX VERB PART VERB NOUN,D3
DET NOUN VERB DET NOUN ADP WHICH DET ADJ CCONJ DET ADJ NOUN VERB ADP DET VERB NOUN ADP NOUN PART VERB DET NOUN ADV ADJ DET NOUN VERB,B3
WHICH NOUN ADJ VERB HOW NOUN VERB ADP DET ADJ NOUN NOUN,B3
DET NOUN NOUN AUX ADV VERB ADP,D3
PROPN AUX VERB DET NOUN NOUN WHEN PRON ADV VERB VERB WHAT AUX DET ADJ NOUN PROPN VERB AUX PART VERB VERB DET NOUN,D3
WHICH NOUN AUX VERB PART VERB NOUN ADP NOUN,D3
WHICH ADJ ADP DET NOUN VERB VERB DET NOUN ADP ADJ PUNCT,B2
DET NOUN VERB NOUN PART VERB NOUN ADP DET NOUN NOUN CCONJ DET ADJ NOUN WHAT NOUN VERB PART AUX ADV VERB ADP DET,D3
WHICH ADP DET VERB ADJ VERB HOW VERB NOUN NOUN ADP ADJ NOUN ADP DET NOUN,B2
WHICH NOUN VERB HOW NOUN VERB PART VERB DET NOUN PART VERB DET NOUN ADP DET ADJ NOUN ADP VERB DET NOUN,C1
HOW AUX VERB VERB DET VERB NOUN PART VERB PRON,D3
WHICH ADJ VERB DET NOUN ADP NOUN DET VERB VERB ADP DET NOUN,A3
WHICH ADP DET NOUN AUX VERB PART VERB NOUN,D3
PROPN AUX VERB DET NOUN ADP NOUN PRON VERB PART VERB PART VERB DET NOUN NOUN PRON VERB PART VERB NOUN DET AUX PART VERB ADV WHICH ADP DET VERB NOUN ADP DET NOUN AUX ADV ADJ ADP PROPN PART VERB,A5
NOUN VERB ADJ NOUN ADP NOUN PART VERB PROPN VERB DET NOUN AUX PART VERB WHICH NOUN VERB DET ADJ NOUN WHICH NOUN VERB DET NOUN VERB ADP NOUN PART AUX DET ADV ADJ NOUN,A2
WHICH ADP DET VERB ADJ VERB DET NOUN ADP DET NOUN ADP DET NOUN ADP DET NOUN,C1
DET NOUN AUX VERB PART VERB DET NOUN DET AUX DET ADJ NOUN CCONJ AUX ADJ PRON VERB ADV AUX VERB ADP DET NOUN VERB ADP DET NOUN NOUN NOUN DET ADJ NOUN AUX ADV ADJ,B1
DET NOUN NOUN ADP NOUN AUX PROPN VERB ADP DET NOUN WHAT VERB AUX VERB ADP NOUN,C5
WHEN NOUN AUX VERB PART VERB ADJ NOUN ADP DET NOUN DET NOUN AUX VERB SCONJ,D3
DET NOUN NOUN NOUN VERB SCONJ NOUN VERB ADJ NOUN ADP VERB ADV VERB ADJ NOUN AUX DET ADJ NOUN PART VERB DET NOUN ADP,D3
DET NOUN VERB AUX VERB ADP DET DET NOUN SCONJ,D3
VERB DET NOUN ADV PART VERB DET NOUN DET NOUN ADP PROPN AUX DET NOUN ADP DET ADJ NOUN ADP ADJ NOUN DET NOUN AUX VERB DET NOUN NOUN DET ADJ NOUN AUX NOUN ADP DET NOUN NOUN ADV VERB ADP CCONJ ADP DET NOUN NOUN NOUN NOUN PROPN PROPN PROPN PROPN NOUN NOUN WHICH NOUN ADP DET NOUN NOUN AUX DET NOUN,D3
WHICH NOUN ADV VERB DET NOUN ADP ADJ NOUN,C1
DET NOUN VERB DET ADJ NOUN ADP DET ADJ NOUN PART VERB DET PROPN CCONJ DET NOUN DET NOUN VERB DET ADJ NOUN ADP NOUN ADP DET NOUN ADP DET NOUN NOUN PRON VERB SCONJ DET PROPN PROPN ADP ADP DET NOUN CCONJ DET NOUN AUX PART PRON VERB DET NOUN AUX ADJ SCONJ PRON ADV VERB NOUN SCONJ PRON VERB WHAT NOUN VERB DET NOUN VERB ADP DET NOUN,D3
WHICH ADP DET VERB NOUN ADV VERB WHY PRON AUX ADJ ADP DET NOUN SCONJ ADP DET PROPN PROPN,B2
WHICH NOUN ADV VERB DET ADJ NOUN,C1
WHICH NOUN ADJ VERB DET NOUN ADP DET NOUN,C1
DET NOUN VERB DET PROPN NOUN PART VERB DET NOUN ADP DET NOUN NOUN ADP DET NOUN ADP WHAT NOUN AUX DET NOUN ADV ADV VERB DET NOUN,D3
PROPN PROPN VERB DET ADJ NOUN DET NOUN AUX DET ADJ NOUN ADP DET ADJ NOUN CCONJ PRON AUX PART VERB SCONJ PRON AUX NOUN CCONJ PROPN ADP VERB NOUN PRON VERB SCONJ PRON AUX PROPN WHICH ADP DET VERB VERB VERB PRON ADP DET NOUN,C5
DET NOUN AUX VERB DET NOUN PART VERB SCONJ NOUN NOUN VERB DET NOUN NOUN ADP DET ADJ NOUN ADP NOUN ADP DET NOUN WHICH NOUN VERB DET NOUN NOUN WHEN VERB DET NOUN ADP DET NOUN,A3
DET NOUN VERB DET NOUN ADP NOUN ADP NUM NOUN ADP NOUN DET NOUN VERB VERB DET ADJ NOUN SCONJ DET NOUN ADP NOUN DET AUX,C1
DET NUM PROPN NOUN NOUN ADP DET ADJ NOUN AUX DET NUM NOUN NOUN NOUN CCONJ VERB NUM NOUN ADP ADJ NOUN WHAT AUX DET ADJ NOUN ADP DET NOUN NOUN,D3
WHICH ADP DET VERB ADJ VERB DET NOUN,C1
ADJ NOUN VERB ADP NOUN ADJ NOUN ADP ADJ NOUN AUX ADJ PART VERB ADP ADJ NOUN ADP DET ADJ NOUN WHICH ADP DET VERB AUX VERB ADP ADJ NOUN SCONJ PRON VERB VERB ADP DET NOUN ADP DET ADJ NOUN,D3
WHICH ADP DET VERB VERB DET NOUN ADP DET NOUN PROPN ADP ADJ ADJ NOUN,A4
DET NOUN VERB DET ADJ NOUN DET AUX DET NOUN ADP DET ADJ ADJ NOUN ADP ADJ NOUN WHICH NOUN ADP DET NOUN AUX ADV ADV ADJ,D4
WHICH NOUN ADV VERB DET NOUN ADP DET ADJ NOUN ADP NOUN VERB DET NOUN VERB VERB CCONJ DET NOUN ADP DET NOUN,C1
WHICH ADP DET VERB NOUN VERB AUX ADV ADJ ADP VERB DET NOUN ADP DET ADJ NOUN,C1
VERB ADJ NOUN ADP NOUN VERB NOUN NOUN DET VERB AUX ADJ PUNCT NOUN ADJ NOUN ADP WHICH PART NOUN DET NOUN NOUN VERB NOUN NOUN DET VERB AUX DET NOUN ADP DET ADJ,D3
WHAT AUX DET ADJ NOUN PART VERB ADP VERB DET NOUN ADP ADJ NOUN ADP PROPN PART,D3
WHAT ADJ VERB WHY DET VERB NOUN AUX NOUN NOUN,B2
WHICH ADP DET VERB ADJ VERB WHY ADJ NOUN ADP NOUN ADP PROPN PROPN VERB ADV ADP DET NOUN NOUN,B2
NOUN VERB NOUN VERB DET ADJ NOUN PUNCT NUM NOUN ADP NOUN NOUN NUM NOUN ADP NOUN NUM NOUN ADP NOUN DET NOUN VERB DET NOUN NOUN NOUN CCONJ NOUN ADP DET NOUN PRON VERB DET NOUN ADP DET DET NOUN VERB PRON VERB DET NOUN ADP DET ADJ NOUN CCONJ VERB DET NOUN ADP DET NOUN DET ADJ NOUN DET NOUN VERB DET NOUN ADP DET NOUN CCONJ VERB SCONJ DET NOUN AUX DET WHAT PRON AUX DET NOUN ADP DET ADJ,D3
WHICH NOUN VERB DET ADJ NOUN,C1
NOUN AUX ADJ NOUN DET VERB VERB ADV WHICH ADP DET VERB VERB NOUN NOUN ADP PROPN SCONJ ADJ NOUN,B1
WHAT PROPN NOUN AUX NOUN AUX ADP PROPN ADP VERB NOUN,B1
NOUN CCONJ NOUN AUX DET NOUN ADP NOUN NOUN VERB PART AUX VERB PART VERB NOUN SCONJ PRON AUX DET NOUN ADP NOUN NOUN DET NOUN ADP DET NOUN ADP NOUN AUX DET NOUN WHICH DET NOUN ADP,D3
ADV VERB NOUN AUX ADV VERB VERB ADP NOUN NOUN WHICH ADP DET VERB AUX ADV ADJ ADP DET NOUN VERB DET ADV VERB NOUN,A4
DET NOUN VERB DET VERB NOUN PART VERB DET NOUN ADP NOUN ADP NOUN PUNCT NUM NUM NOUN PUNCT NUM NUM ADJ NOUN ADP PROPN PUNCT NUM ADJ NOUN ADP NOUN WHICH ADP DET NOUN AUX DET NOUN ADV ADV VERB,D3
NOUN VERB NOUN VERB ADP NOUN WHICH ADP DET VERB VERB ADP ADP NOUN CCONJ VERB NOUN,D3
PROPN AUX VERB NOUN NOUN PART VERB DET ADJ PROPN ADP ADJ NOUN NOUN WHICH ADP DET NOUN VERB DET NOUN ADP DET NOUN,D3
DET NOUN NOUN VERB DET NOUN ADP NOUN ADP NOUN ADP DET NOUN ADP NOUN DET VERB,B3
DET NOUN AUX VERB NUM ADV ADJ NOUN DET NOUN AUX VERB ADP DET ADJ NOUN WHAT NOUN ADP DET NOUN VERB AUX VERB PART VERB ADP WHICH NOUN AUX VERB ADP NOUN,D4
WHICH ADP DET AUX PART VERB NOUN VERB PART VERB ADJ NOUN,B3
WHICH NOUN ADV VERB DET NOUN ADP NOUN NOUN SCONJ DET NOUN VERB NOUN ADP NOUN ADP NOUN,C1
DET NOUN VERB PART VERB DET NOUN NOUN PART VERB DET NOUN ADP NOUN NOUN ADP DET NOUN NOUN ADP DET NOUN WHICH NOUN VERB AUX ADJ ADP DET NOUN,D3
VERB DET ADP DET ADJ NOUN PART VERB WHICH NOUN AUX ADV ADJ,D4
WHICH ADJ VERB ADJ NOUN ADP DET NOUN,C1
WHICH ADJ VERB HOW NOUN NOUN AUX ADJ ADP DET NOUN ADP NOUN NOUN,C1
NOUN VERB NOUN DET VERB DET NOUN ADP DET NOUN DET NOUN VERB VERB DET NOUN DET,D3
WHICH ADJ VERB HOW ADJ NOUN AUX ADJ,B2
WHICH ADV VERB DET ADJ NOUN,C1
NOUN AUX ADJ PART VERB DET NOUN,A3
NOUN VERB ADP DET NOUN AUX VERB ADP NUM NOUN NOUN PRON AUX VERB ADP DET ADJ NOUN DET AUX DET ADJ NOUN ADP NUM NOUN NOUN WHICH VERB ADV ADV AUX VERB PART VERB NOUN ADP DET NOUN,D3
WHICH AUX DET ADJ NOUN ADP VERB VERB NOUN PART VERB NOUN,D3
WHAT AUX DET NOUN ADP VERB VERB NOUN PART VERB NOUN,D3
DET NOUN VERB ADP DET VERB NOUN VERB AUX VERB ADP DET NOUN ADP DET NOUN DET VERB NOUN WHICH NOUN ADP DET NOUN AUX ADV ADJ ADP DET NOUN ADP DET VERB NOUN,B3
WHICH NOUN VERB DET NOUN ADP DET NOUN NOUN,C1
DET NOUN ADP NOUN VERB AUX VERB PART VERB NOUN WHEN PRON AUX ADJ DET NOUN ADV VERB VERB ADJ NOUN ADP DET NOUN VERB PRON DET NOUN AUX DET NOUN ADP,D3
WHICH ADP DET VERB AUX DET NOUN ADP DET NOUN NOUN DET AUX VERB PART VERB AUX VERB CCONJ VERB ADP NOUN,D3
PROPN AUX VERB ADJ NOUN PART VERB DET NOUN ADP WHICH ADP DET VERB VERB PROPN ADV ADV VERB DET NOUN NOUN SCONJ VERB DET NOUN,D3
NOUN VERB DET NOUN ADP DET NOUN PART VERB DET NOUN ADP DET NOUN DET NOUN AUX PART VERB ADP DET NOUN ADP DET NOUN WHAT AUX DET NOUN VERB ADP DET NOUN ADP NOUN,B3
WHICH ADP DET ADJ NOUN AUX VERB WHEN VERB NOUN ADP DET NOUN NOUN,D3
ADP VERB NOUN VERB NOUN PART VERB HOW ADJ NOUN VERB WHICH NOUN VERB DET NOUN ADV ADV VERB,D3
WHICH ADP DET NOUN ADV VERB DET ADJ ADJ NOUN ADP VERB DET ADJ PUNCT NOUN NOUN NOUN PART,C1
NOUN VERB NOUN ADP DET NOUN PART VERB WHICH ADP DET VERB NOUN AUX DET NOUN NOUN ADP NOUN,D3
ADJ CCONJ NOUN NOUN VERB AUX VERB PART VERB NOUN WHICH ADP DET VERB DET NOUN NOUN,D3
WHAT NOUN AUX NOUN VERB PART VERB DET NOUN ADP NOUN,D3
NOUN VERB NOUN ADP ADJ NOUN WHICH ADP DET NOUN VERB NOUN,D3
WHEN DET NOUN VERB NOUN AUX VERB ADP PRON VERB ADP DET NOUN WHICH ADJ VERB DET NOUN ADP DET NOUN ADP NOUN VERB PART VERB DET NOUN VERB,A2
DET NOUN NOUN VERB DET NOUN ADP DET NOUN ADP PROPN ADV NUM NOUN ADP DET NOUN ADP PROPN AUX DET NOUN NOUN VERB ADP DET NOUN SCONJ DET VERB NUM NOUN AUX WHERE NOUN ADV VERB DET NOUN ADP DET NOUN ADP PROPN,C1
DET NOUN VERB DET ADJ NOUN PART VERB NUM NOUN ADP NOUN ADP NUM PUNCT PROPN ADP DET NOUN NOUN ADP NOUN DET NOUN VERB DET NOUN ADP DET NOUN DET NOUN ADP PRON VERB WHICH VERB DET ADP DET NOUN VERB DET ADV ADJ NOUN PART VERB,D3
NOUN VERB DET NOUN NOUN VERB NOUN DET NOUN VERB ADJ PRON ADV VERB ADP DET NOUN SCONJ PRON,D3
WHICH NOUN ADP NOUN ADV VERB DET NOUN ADP DET NOUN CCONJ DET NOUN,A3
DET NOUN VERB ADP DET PROPN PROPN NOUN ADP DET NOUN ADP NOUN DET ADJ PUNCT ADJ NOUN ADP DET NOUN VERB DET NOUN ADV DET NOUN VERB DET NOUN PART NOUN NOUN VERB SCONJ ADJ NOUN ADV VERB VERB PART VERB NOUN ADP DET NOUN CCONJ DET WHAT VERB ADP PRON WHICH AUX NOUN DET NOUN ADV VERB DET NOUN PART NOUN NOUN ADV,C1
DET ADJ NOUN NOUN ADP DET NOUN VERB AUX VERB PART VERB WHICH NOUN ADP DET NOUN,D3
WHICH ADP DET VERB ADJ VERB DET NOUN ADP PROPN PART NOUN VERB ADP ADJ ADJ,C1
DET NOUN VERB VERB ADP NUM ADJ NOUN PART VERB DET NOUN PUNCT ADJ NOUN ADP DET WHICH NOUN DET NOUN AUX ADV ADJ PART WHEN ADJ ADV DET NOUN AUX VERB ADP,C5
VERB ADJ NOUN ADV CCONJ VERB NOUN AUX DET NOUN ADP,D3
WHICH NOUN ADV VERB HOW ADJ NOUN ADJ SCONJ NOUN AUX VERB ADP DET NOUN,B2
PROPN VERB DET NOUN ADP NOUN PRON VERB PART VERB ADP DET NOUN ADP NOUN NOUN DET NOUN VERB ADP DET NOUN CCONJ VERB SCONJ PRON AUX NOUN VERB ADP NUM ADP DET NOUN ADP DET NOUN DET NOUN VERB PART WHICH NOUN,B1
NOUN AUX VERB DET NOUN PART VERB DET NOUN ADP NOUN DET VERB ADP DET NOUN WHICH NOUN VERB DET NOUN VERB SCONJ VERB DET NOUN,A3
DET ADJ NOUN NOUN AUX VERB PART VERB SCONJ DET NOUN DET AUX VERB ADP DET NOUN VERB VERB VERB DET NOUN VERB ADP DET ADJ NOUN DET NOUN VERB DET NOUN VERB ADJ NOUN ADP NOUN WHICH NOUN VERB ADV ADJ VERB ADP VERB DET ADJ,A3
NUM ADJ NOUN VERB PART VERB DET ADJ NOUN DET ADJ NOUN VERB PART AUX ADV VERB CCONJ AUX DET ADJ NOUN NOUN SCONJ DET ADP DET ADJ NOUN DET ADJ NOUN VERB ADV AUX VERB,A4
NOUN VERB NOUN ADP NOUN PART VERB NOUN PROPN VERB NOUN ADP,D3
DET NOUN VERB PART VERB DET NOUN VERB DET ADV ADJ NOUN WHY ADJ NOUN VERB ADV AUX VERB ADP DET NOUN WHICH ADP DET NOUN VERB AUX VERB ADP DET NOUN,B3
WHICH NOUN ADV VERB WHY DET PROPN CCONJ DET PROPN VERB PART AUX ADP DET ADJ NOUN ADP DET NOUN,B2
WHICH ADP DET VERB NOUN ADV VERB WHY DET NOUN ADP PROPN ADP DET NOUN VERB NOUN PART AUX ADJ SCONJ NOUN ADP DET PROPN PROPN,B2
PROPN CCONJ PROPN VERB DET NOUN NOUN VERB NOUN CCONJ NOUN ADP DET NOUN VERB ADP DET NOUN PRON VERB NOUN WHICH NOUN VERB AUX VERB ADP DET NOUN,D3
WHICH NOUN ADV VERB WHY DET NOUN DET AUX VERB ADP DET NOUN NOUN VERB ADV VERB ADP DET NOUN,B2
WHICH NOUN ADP NOUN NOUN AUX ADJ PART VERB DET NOUN ADP NUM NOUN ADP NOUN,A3
DET NOUN NOUN VERB DET ADJ NOUN ADP DET NOUN ADP PROPN WHICH NOUN ADP DET NOUN NOUN AUX ADV ADJ ADP VERB NOUN ADP DET NOUN,C1
NUM NOUN VERB DET ADJ NOUN ADP DET NOUN ADP DET ADJ NOUN ADP DET NOUN ADP VERB NUM NOUN ADP DET ADJ NOUN NOUN DET NOUN VERB SCONJ DET ADJ NOUN ADP DET NOUN AUX ADV ADJ SCONJ DET ADJ NOUN ADP DET NOUN DET NOUN VERB DET ADJ NOUN SCONJ VERB NOUN NUM PUNCT DET NOUN VERB DET ADP DET ADJ NOUN ADP NOUN NOUN NUM PUNCT DET NOUN NOUN VERB DET NOUN DET VERB NOUN NUM PUNCT DET ADP DET NOUN NOUN AUX VERB ADP ADJ NOUN NOUN NUM PUNCT NOUN VERB ADP DET NOUN VERB DET NOUN ADP DET NOUN ADP ADJ NOUN VERB,B3
PROPN AUX VERB ADJ ADJ ADJ NOUN VERB ADP DET ADJ NOUN ADP DET PROPN ADP PROPN WHICH NOUN VERB VERB DET NOUN SCONJ NOUN,B1
WHICH NOUN WHEN VERB VERB DET ADJ NOUN,D3
NOUN AUX VERB SCONJ DET ADP DET NOUN VERB VERB NOUN NOUN ADP NOUN SCONJ,A3
WHICH ADV VERB DET NOUN ADP DET NOUN SCONJ PRON AUX VERB ADV ADV ADP DET NOUN CCONJ VERB ADV ADV,C1
VERB ADP ADJ PUNCT ADJ NOUN PUNCT VERB NOUN ADJ PUNCT,B3
DET NOUN AUX VERB NOUN PART VERB NOUN NUM NOUN AUX VERB SCONJ VERB NOUN NOUN PART VERB NOUN VERB NOUN PART VERB VERB NOUN ADP NOUN CCONJ VERB DET NOUN PART VERB NOUN NOUN ADP DET NOUN HOW VERB DET NOUN VERB DET NOUN,D3
NUM NUM NOUN NOUN NOUN AUX VERB ADP DET NOUN NOUN NUM NOUN ADP DET NOUN DET ADJ NUM NOUN NOUN AUX VERB ADP DET NOUN NOUN NUM NOUN ADP DET NOUN WHICH ADP DET VERB ADJ VERB WHY DET ADJ NOUN ADP NOUN ADP DET NOUN AUX ADV ADJ,B2
WHICH ADP DET VERB NOUN ADP DET ADJ NOUN,C1
WHICH AUX DET NOUN ADP VERB NOUN NOUN PART VERB NOUN,D3
PROPN AUX VERB DET NOUN ADP DET PROPN CCONJ DET NOUN WHICH NOUN VERB PART AUX ADP PROPN PART,A1
WHICH NOUN VERB AUX VERB VERB DET NOUN VERB ADP DET NOUN NOUN,D3
WHICH ADP DET AUX DET ADJ NOUN NOUN PART VERB WHEN VERB DET ADJ NOUN,D3
DET NOUN VERB SCONJ DET NOUN NOUN VERB ADP DET NOUN NOUN AUX ADJ PART VERB DET NOUN ADP DET NOUN WHICH VERB VERB DET ADJ ADJ NOUN ADP DET NOUN,C5
VERB DET NOUN ADP DET NOUN NOUN VERB VERB DET NOUN VERB ADJ NOUN NUM NOUN ADP VERB NOUN ADP DET NOUN AUX SCONJ PRON VERB AUX,D3
WHICH ADP DET VERB NOUN ADV VERB NUM NOUN DET DET PROPN AUX ADJ ADP PROPN,C1
DET NOUN VERB NOUN ADP DET NOUN ADP,D3
WHICH NOUN ADV VERB DET NOUN ADP DET NOUN,C1
WHICH ADJ VERB WHY NOUN VERB DET NOUN,B2
WHICH VERB DET NOUN ADP ADJ NOUN ADP NOUN CCONJ NOUN,C1
WHICH NOUN ADV ADV VERB DET NOUN PUNCT PROPN ADP DET ADJ PUNCT ADP NOUN ADP,C1
NOUN AUX AUX VERB CCONJ VERB SCONJ SCONJ DET NOUN VERB AUX VERB PART VERB NOUN WHICH NOUN AUX DET NOUN AUX ADP DET NOUN ADP PROPN,D3
DET NOUN VERB NOUN DET NOUN PART VERB ADP NOUN VERB DET NOUN SCONJ NOUN WHICH ADP DET VERB VERB ADJ VERB NOUN DET VERB DET ADJ NOUN,D3
NOUN NOUN NOUN NOUN NOUN ADP ADJ NOUN ADP NOUN DET NOUN DET AUX DET ADJ NOUN WHICH ADP DET VERB ADJ VERB DET NOUN ADP NOUN ADP NOUN NOUN,C1
ADJ NOUN ADP DET PROPN PROPN VERB NOUN PART VERB NOUN NUM NOUN ADP VERB NOUN AUX DET,D3
WHICH NOUN AUX ADJ ADP DET NOUN ADP DET NOUN VERB ADP DET NOUN ADP DET NOUN,B3
DET NOUN VERB ADP DET ADJ NOUN NOUN VERB PART VERB DET NOUN DET AUX ADV ADJ ADJ CCONJ ADJ DET ADJ NOUN ADP DET NOUN NOUN AUX,D3
VERB DET NOUN PART VERB DET NOUN ADP DET ADJ NUM NOUN DET NOUN ADP ADJ NOUN AUX VERB VERB ADP ADJ NOUN NOUN CCONJ ADJ NOUN NOUN ADP DET NOUN DET NOUN VERB SCONJ DET ADJ NOUN VERB VERB ADP ADJ NOUN NOUN AUX VERB NOUN ADP ADJ NOUN NOUN CCONJ AUX VERB ADJ NOUN ADP NOUN NOUN DET VERB VERB PROPN NOUN WHICH VERB ADP ADJ NOUN VERB ADV ADV VERB ADJ NOUN ADP PROPN,D3
HOW AUX NOUN CCONJ DET NOUN VERB SCONJ NOUN ADP NOUN,B3
WHICH ADP DET NOUN VERB AUX ADJ PART VERB WHEN VERB NOUN ADP DET NOUN,D3
WHICH NOUN ADV VERB DET NOUN,C1
NOUN NOUN AUX AUX VERB PART VERB NOUN ADP ADJ NOUN ADP DET PROPN PROPN NUM NOUN ADP NOUN NOUN AUX SCONJ DET ADJ NOUN AUX VERB WHICH ADP DET VERB AUX DET NOUN ADP NOUN NOUN,D3
WHICH NOUN ADP NOUN AUX DET NOUN VERB PART VERB DET NOUN,D3
WHICH AUX DET NOUN ADP VERB ADJ NOUN,D3
DET NOUN AUX AUX VERB PART VERB DET NOUN NOUN ADP DET NOUN ADP NOUN PART VERB ADP DET NOUN NOUN VERB VERB NOUN WHICH ADP DET VERB VERB AUX DET ADJ NOUN ADP NOUN ADP WHICH PART VERB DET NOUN,A3
